A¤o;RutaCompleta;Aerolinea Nombre;Clase de vuelo;Pax;Asientos_Pax;Vuelos
2023;ASU - EZE;Aerol¡neas Argentinas;Regular Internacional;397;1192;9
2024;ASU - EZE;Aerol¡neas Argentinas;Regular Internacional;1948;4644;39
2025;ASU - EZE;Aerol¡neas Argentinas;Regular Internacional;3213;4725;30
2025;ASU - IGR;Aerol¡neas Argentinas;Regular Internacional;90;96;1
2025;ASU - MDQ;Aerol¡neas Argentinas;Regular Internacional;116;128;1
2025;ASU - MDZ;Aerol¡neas Argentinas;Regular Internacional;57;96;1
2024;ASU - RES;Aerol¡neas Argentinas;Regular Internacional;170;170;1
2025;ASU - ROS;Aerol¡neas Argentinas;Regular Internacional;85;436;3
2023;ASU - SDE;Aerol¡neas Argentinas;Regular Internacional;74;170;1
2023;ASU - SLA;Aerol¡neas Argentinas;Regular Internacional;95;96;1
2024;ASU - SLA;Aerol¡neas Argentinas;Regular Internacional;0;96;1
2025;ASU - SLA;Aerol¡neas Argentinas;Regular Internacional;66;170;1
2024;BAQ - EZE;Aerol¡neas Argentinas;Regular Internacional;216;1076;4
2022;BCN - EZE;Aerol¡neas Argentinas;No Regular Internacional;45;272;1
2024;BCN - EZE;Aerol¡neas Argentinas;Regular Internacional;214;267;1
2025;BFI - EZE;Aerol¡neas Argentinas;Regular Internacional;0;267;1
2022;BGI - EZE;Aerol¡neas Argentinas;Av. Gral Internacional;27;272;1
2022;BHI - BHI;Aerol¡neas Argentinas;Regular Cabotaje;35;48;0,5
2023;BHI - BHI;Aerol¡neas Argentinas;Regular Cabotaje;188,5;218;1,5
2024;BHI - BHI;Aerol¡neas Argentinas;Regular Cabotaje;39,5;48;0,5
2023;BHI - BRC;Aerol¡neas Argentinas;No Regular Cabotaje;70,5;85;0,5
2023;BHI - BRC;Aerol¡neas Argentinas;Regular Cabotaje;119,5;149;1
2024;BHI - BRC;Aerol¡neas Argentinas;Regular Cabotaje;21,5;85;0,5
2025;BHI - BRC;Aerol¡neas Argentinas;Regular Cabotaje;305;340;2
2022;BHI - COR;Aerol¡neas Argentinas;Regular Cabotaje;163;255;1,5
2022;BHI - CPC;Aerol¡neas Argentinas;Regular Cabotaje;0;48;0,5
2022;BHI - CRD;Aerol¡neas Argentinas;Regular Cabotaje;41;48;0,5
2023;BHI - CRD;Aerol¡neas Argentinas;Regular Cabotaje;33,5;48;0,5
2024;BHI - EPA;Aerol¡neas Argentinas;Regular Cabotaje;62,5;64;0,5
2025;BHI - EQS;Aerol¡neas Argentinas;Regular Cabotaje;147;170;1
2023;BHI - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;0;85;0,5
2022;BHI - EZE;Aerol¡neas Argentinas;Regular Cabotaje;3908,5;5579;33,5
2023;BHI - EZE;Aerol¡neas Argentinas;Regular Cabotaje;3831;5960;38
2024;BHI - EZE;Aerol¡neas Argentinas;Regular Cabotaje;1284;2008;14
2025;BHI - EZE;Aerol¡neas Argentinas;Regular Cabotaje;16616,5;20569;187,5
2023;BHI - FTE;Aerol¡neas Argentinas;Regular Cabotaje;166;170;1
2024;BHI - FTE;Aerol¡neas Argentinas;Regular Cabotaje;84;85;0,5
2022;BHI - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;11625;14389;149,5
2023;BHI - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;21621,5;28512;297,5
2024;BHI - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;12429;17402;180
2025;BHI - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;142;144;1,5
2022;BHI - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;48;85;0,5
2023;BHI - NQN;Aerol¡neas Argentinas;Regular Cabotaje;293,5;436;3
2025;BHI - NQN;Aerol¡neas Argentinas;Regular Cabotaje;247,5;307;2
2023;BHI - PMY;Aerol¡neas Argentinas;Regular Cabotaje;131;218;1,5
2024;BHI - POA;Aerol¡neas Argentinas;No Regular Internacional;145;170;1
2022;BHI - REL;Aerol¡neas Argentinas;Regular Cabotaje;13003,5;14367;148,5
2023;BHI - REL;Aerol¡neas Argentinas;Regular Cabotaje;24842;29236;303,5
2024;BHI - REL;Aerol¡neas Argentinas;Regular Cabotaje;12577,5;16912;176
2025;BHI - REL;Aerol¡neas Argentinas;Regular Cabotaje;76;96;1
2025;BHI - RGA;Aerol¡neas Argentinas;Regular Cabotaje;77;85;0,5
2022;BHI - RGL;Aerol¡neas Argentinas;Regular Cabotaje;186,5;218;1,5
2024;BHI - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;38;48;0,5
2023;BHI - ROS;Aerol¡neas Argentinas;Regular Cabotaje;127,5;170;1
2024;BHI - ROS;Aerol¡neas Argentinas;Regular Cabotaje;37,5;48;0,5
2023;BHI - TUC;Aerol¡neas Argentinas;Regular Cabotaje;47;48;0,5
2022;BHI - VDM;Aerol¡neas Argentinas;Regular Cabotaje;76,5;96;1
2023;BHI - VDM;Aerol¡neas Argentinas;Regular Cabotaje;153;192;2
2022;BIO - EZE;Aerol¡neas Argentinas;Regular Internacional;272;816;3
2025;BLB - COR;Aerol¡neas Argentinas;Regular Internacional;135;180;1
2022;BOG - EZE;Aerol¡neas Argentinas;Regular Internacional;26292;31384;244
2023;BOG - EZE;Aerol¡neas Argentinas;Regular Internacional;448;512;4
2024;BOG - EZE;Aerol¡neas Argentinas;Regular Internacional;544;710;3
2025;BOG - EZE;Aerol¡neas Argentinas;Regular Internacional;72;170;3
2022;BOG - TUC;Aerol¡neas Argentinas;Regular Internacional;70;128;1
2025;BPS - EZE;Aerol¡neas Argentinas;No Regular Internacional;726;756;4
2022;BPS - EZE;Aerol¡neas Argentinas;Regular Internacional;4692;5780;34
2023;BPS - EZE;Aerol¡neas Argentinas;Regular Internacional;5410;6630;39
2024;BPS - EZE;Aerol¡neas Argentinas;Regular Internacional;148;189;1
2025;BPS - EZE;Aerol¡neas Argentinas;Regular Internacional;10725;14022;76
2022;BRC - BRC;Aerol¡neas Argentinas;Regular Cabotaje;82,5;85;0,5
2023;BRC - BRC;Aerol¡neas Argentinas;Regular Cabotaje;157;170;1
2025;BRC - BRC;Aerol¡neas Argentinas;Regular Cabotaje;76,5;85;0,5
2023;BRC - COR;Aerol¡neas Argentinas;No Regular Cabotaje;0;85;0,5
2022;BRC - COR;Aerol¡neas Argentinas;Regular Cabotaje;73846,5;91450;542,5
2023;BRC - COR;Aerol¡neas Argentinas;Regular Cabotaje;80084;92428;567,5
2024;BRC - COR;Aerol¡neas Argentinas;Regular Cabotaje;79392,5;93226;551,5
2025;BRC - COR;Aerol¡neas Argentinas;Regular Cabotaje;59723,5;71116;418,5
2022;BRC - CPC;Aerol¡neas Argentinas;Regular Cabotaje;45,5;85;0,5
2023;BRC - CPC;Aerol¡neas Argentinas;Regular Cabotaje;166,5;180;1
2024;BRC - CRD;Aerol¡neas Argentinas;No Regular Cabotaje;67;85;0,5
2024;BRC - CRD;Aerol¡neas Argentinas;Regular Cabotaje;58,5;85;0,5
2023;BRC - EQS;Aerol¡neas Argentinas;Av. Gral Cabotaje;0;85;0,5
2023;BRC - EQS;Aerol¡neas Argentinas;No Regular Cabotaje;54;149;1
2022;BRC - EQS;Aerol¡neas Argentinas;Regular Cabotaje;442;691;4,5
2023;BRC - EQS;Aerol¡neas Argentinas;Regular Cabotaje;132,5;160;1,5
2024;BRC - EQS;Aerol¡neas Argentinas;Regular Cabotaje;85;85;0,5
2025;BRC - EQS;Aerol¡neas Argentinas;Regular Cabotaje;133,5;180;1
2022;BRC - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;24,5;64;0,5
2023;BRC - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;115;475;2,5
2024;BRC - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;88;85;0,5
2025;BRC - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;0;133;1
2022;BRC - EZE;Aerol¡neas Argentinas;Regular Cabotaje;193307;233349;1293,5
2023;BRC - EZE;Aerol¡neas Argentinas;Regular Cabotaje;311311,5;372954;2093,5
2024;BRC - EZE;Aerol¡neas Argentinas;Regular Cabotaje;217893;256756;1504
2025;BRC - EZE;Aerol¡neas Argentinas;Regular Cabotaje;205848,5;248020;1451
2025;BRC - FDO;Aerol¡neas Argentinas;No Regular Cabotaje;1;170;1
2022;BRC - FDO;Aerol¡neas Argentinas;Regular Cabotaje;69,5;85;0,5
2022;BRC - FTE;Aerol¡neas Argentinas;Regular Cabotaje;15563,5;16646;99
2023;BRC - FTE;Aerol¡neas Argentinas;Regular Cabotaje;28214;30395;178,5
2024;BRC - FTE;Aerol¡neas Argentinas;Regular Cabotaje;49554,5;55873;328
2025;BRC - FTE;Aerol¡neas Argentinas;Regular Cabotaje;47705;54407;317
2024;BRC - GRU;Aerol¡neas Argentinas;Av. Gral Internacional;146;170;1
2022;BRC - GRU;Aerol¡neas Argentinas;Regular Internacional;13079;18889;111
2023;BRC - GRU;Aerol¡neas Argentinas;Regular Internacional;12362;14620;86
2024;BRC - GRU;Aerol¡neas Argentinas;Regular Internacional;17438;19642;112
2025;BRC - GRU;Aerol¡neas Argentinas;Regular Internacional;17837;22060;125
2024;BRC - LUQ;Aerol¡neas Argentinas;Regular Cabotaje;0;48;0,5
2023;BRC - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;3735;4147;26
2024;BRC - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;5318,5;6395;37,5
2025;BRC - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;85;85;0,5
2022;BRC - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;30633,5;37765;225
2023;BRC - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;34831;44317;262
2024;BRC - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;36372;45735;271,5
2025;BRC - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;36584;46088;272
2024;BRC - MVD;Aerol¡neas Argentinas;Regular Internacional;2208;2678;16
2025;BRC - MVD;Aerol¡neas Argentinas;Regular Internacional;2201;2380;14
2022;BRC - NQN;Aerol¡neas Argentinas;Regular Cabotaje;1068;1260;8,5
2023;BRC - NQN;Aerol¡neas Argentinas;Regular Cabotaje;243,5;255;1,5
2024;BRC - NQN;Aerol¡neas Argentinas;Regular Cabotaje;1700,5;1894;11
2025;BRC - NQN;Aerol¡neas Argentinas;Regular Cabotaje;982;1126;7
2024;BRC - PDP;Aerol¡neas Argentinas;Regular Internacional;89;128;1
2022;BRC - REL;Aerol¡neas Argentinas;Regular Cabotaje;138;170;1
2024;BRC - REL;Aerol¡neas Argentinas;Regular Cabotaje;397;425;2,5
2023;BRC - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;58;85;0,5
2024;BRC - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;83,5;85;0,5
2022;BRC - ROS;Aerol¡neas Argentinas;Regular Cabotaje;79503,5;93480;555
2023;BRC - ROS;Aerol¡neas Argentinas;Regular Cabotaje;59339,5;71734;435,5
2024;BRC - ROS;Aerol¡neas Argentinas;Regular Cabotaje;39177;47139;296,5
2025;BRC - ROS;Aerol¡neas Argentinas;Regular Cabotaje;21153,5;26455;157
2023;BRC - SDE;Aerol¡neas Argentinas;Regular Cabotaje;54,5;85;0,5
2022;BRC - SLA;Aerol¡neas Argentinas;Regular Cabotaje;9443;12495;73,5
2023;BRC - SLA;Aerol¡neas Argentinas;Regular Cabotaje;5080;7055;41,5
2022;BRC - TUC;Aerol¡neas Argentinas;Regular Cabotaje;2479;4293;25,5
2023;BRC - TUC;Aerol¡neas Argentinas;Regular Cabotaje;5974,5;8500;50
2022;BRC - VDM;Aerol¡neas Argentinas;Regular Cabotaje;14072;19062;190
2023;BRC - VDM;Aerol¡neas Argentinas;Regular Cabotaje;14263,5;19219;199,5
2024;BRC - VDM;Aerol¡neas Argentinas;Regular Cabotaje;3523;5184;54
2023;BSB - EZE;Aerol¡neas Argentinas;Regular Internacional;137;468;3
2024;BSB - EZE;Aerol¡neas Argentinas;Regular Internacional;361;718;4
2025;BSB - EZE;Aerol¡neas Argentinas;Regular Internacional;31;96;1
2023;BSB - ROS;Aerol¡neas Argentinas;Regular Internacional;0;170;1
2022;BWI - EZE;Aerol¡neas Argentinas;Regular Internacional;272;270;1
2025;CBB - EZE;Aerol¡neas Argentinas;Regular Internacional;122;180;1
2025;CCP - CPC;Aerol¡neas Argentinas;No Regular Internacional;69;170;1
2023;CCP - EZE;Aerol¡neas Argentinas;Regular Internacional;69;96;1
2024;CCP - EZE;Aerol¡neas Argentinas;Regular Internacional;0;170;1
2025;CCP - EZE;Aerol¡neas Argentinas;Regular Internacional;66;170;1
2023;CCP - MDZ;Aerol¡neas Argentinas;Regular Internacional;72;96;1
2022;CCS - EZE;Aerol¡neas Argentinas;Regular Internacional;131;266;2
2023;CCS - EZE;Aerol¡neas Argentinas;Regular Internacional;427;1020;6
2022;CDG - EZE;Aerol¡neas Argentinas;Regular Internacional;50;544;2
2023;CDG - EZE;Aerol¡neas Argentinas;Regular Internacional;18;1360;5
2024;CDG - EZE;Aerol¡neas Argentinas;Regular Internacional;166;272;1
2025;CDG - EZE;Aerol¡neas Argentinas;Regular Internacional;263;270;1
2025;CFB - ROS;Aerol¡neas Argentinas;Regular Internacional;2377;2988;16
2024;CGB - EZE;Aerol¡neas Argentinas;Regular Internacional;0;268;1
2025;CGH - EZE;Aerol¡neas Argentinas;Regular Internacional;182;189;1
2024;CJC - COR;Aerol¡neas Argentinas;No Regular Internacional;103;170;1
2024;CJC - COR;Aerol¡neas Argentinas;Regular Internacional;103;510;3
2022;CJC - EZE;Aerol¡neas Argentinas;Regular Internacional;60;510;3
2022;CLO - EZE;Aerol¡neas Argentinas;Regular Internacional;69;170;1
2025;CLO - EZE;Aerol¡neas Argentinas;Regular Internacional;171;340;2
2024;CNF - COR;Aerol¡neas Argentinas;Regular Internacional;153;170;1
2024;CNF - EZE;Aerol¡neas Argentinas;No Regular Internacional;0;340;2
2023;CNF - EZE;Aerol¡neas Argentinas;Regular Internacional;1;128;1
2024;CNF - EZE;Aerol¡neas Argentinas;Regular Internacional;1805;2890;17
2025;CNF - EZE;Aerol¡neas Argentinas;Regular Internacional;136;394;3
2025;CNF - MDZ;Aerol¡neas Argentinas;Regular Internacional;68;96;1
2024;CNF - ROS;Aerol¡neas Argentinas;Regular Internacional;110;436;3
2025;CNF - SFN;Aerol¡neas Argentinas;No Regular Internacional;118;170;1
2025;CNF - SFN;Aerol¡neas Argentinas;Regular Internacional;119;170;1
2022;CNQ - CNQ;Aerol¡neas Argentinas;Regular Cabotaje;199,5;255;1,5
2022;CNQ - COR;Aerol¡neas Argentinas;Regular Cabotaje;42;48;0,5
2023;CNQ - COR;Aerol¡neas Argentinas;Regular Cabotaje;4250,5;7917;82,5
2022;CNQ - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;34;85;0,5
2022;CNQ - EZE;Aerol¡neas Argentinas;Regular Cabotaje;7519;10809;73,5
2023;CNQ - EZE;Aerol¡neas Argentinas;Regular Cabotaje;10426;14865;98
2024;CNQ - EZE;Aerol¡neas Argentinas;Regular Cabotaje;4940,5;6430;55
2025;CNQ - EZE;Aerol¡neas Argentinas;Regular Cabotaje;1672;2091;19
2023;CNQ - IGR;Aerol¡neas Argentinas;Regular Cabotaje;95,5;96;1
2023;CNQ - PSS;Aerol¡neas Argentinas;Regular Cabotaje;116;128;1
2023;CNQ - ROS;Aerol¡neas Argentinas;Regular Cabotaje;36;48;0,5
2023;CNQ - SLA;Aerol¡neas Argentinas;Regular Cabotaje;385,5;736;7
2023;CNQ - TUC;Aerol¡neas Argentinas;Regular Cabotaje;74;96;1
2022;COC - EZE;Aerol¡neas Argentinas;Regular Cabotaje;62;85;0,5
2022;COR - COR;Aerol¡neas Argentinas;Regular Cabotaje;377;543;4,5
2023;COR - COR;Aerol¡neas Argentinas;Regular Cabotaje;182,5;229;2
2024;COR - COR;Aerol¡neas Argentinas;Regular Cabotaje;327,5;399;3
2025;COR - COR;Aerol¡neas Argentinas;Regular Cabotaje;231,5;260;1,5
2022;COR - CPC;Aerol¡neas Argentinas;Regular Cabotaje;7382,5;8478;60
2023;COR - CPC;Aerol¡neas Argentinas;Regular Cabotaje;6503;8810;58,5
2024;COR - CPC;Aerol¡neas Argentinas;Regular Cabotaje;1978,5;2985;17,5
2025;COR - CPC;Aerol¡neas Argentinas;Regular Cabotaje;3797;5112;30
2022;COR - CRD;Aerol¡neas Argentinas;Regular Cabotaje;33126,5;40233;293
2023;COR - CRD;Aerol¡neas Argentinas;Regular Cabotaje;40576;45411;349
2024;COR - CRD;Aerol¡neas Argentinas;Regular Cabotaje;49084,5;56447;528,5
2025;COR - CRD;Aerol¡neas Argentinas;Regular Cabotaje;29894;33985;342
2023;COR - CTC;Aerol¡neas Argentinas;Regular Cabotaje;227,5;255;1,5
2025;COR - CTC;Aerol¡neas Argentinas;Regular Cabotaje;46;48;0,5
2024;COR - CUT;Aerol¡neas Argentinas;Regular Cabotaje;178,5;192;2
2024;COR - CWB;Aerol¡neas Argentinas;Regular Internacional;305;340;2
2024;COR - ENO;Aerol¡neas Argentinas;Regular Cabotaje;30,5;48;0,5
2025;COR - EPA;Aerol¡neas Argentinas;Regular Cabotaje;40;48;0,5
2025;COR - EQS;Aerol¡neas Argentinas;Regular Cabotaje;2023;2981;21,5
2024;COR - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;0;96;1
2025;COR - EZE;Aerol¡neas Argentinas;No Regular Cabotaje;131,5;399;3
2022;COR - EZE;Aerol¡neas Argentinas;Regular Cabotaje;53191,5;65979;580
2023;COR - EZE;Aerol¡neas Argentinas;Regular Cabotaje;140207;180125;1356,5
2024;COR - EZE;Aerol¡neas Argentinas;Regular Cabotaje;111417,5;140136;1213,5
2025;COR - EZE;Aerol¡neas Argentinas;Regular Cabotaje;115614,5;138623;1162,5
2022;COR - FCO;Aerol¡neas Argentinas;Regular Internacional;145;272;1
2022;COR - FDO;Aerol¡neas Argentinas;Regular Cabotaje;43;96;1
2023;COR - FDO;Aerol¡neas Argentinas;Regular Cabotaje;243;388;2,5
2025;COR - FDO;Aerol¡neas Argentinas;Regular Cabotaje;201;229;2
2022;COR - FLN;Aerol¡neas Argentinas;Regular Internacional;5196;7480;44
2023;COR - FLN;Aerol¡neas Argentinas;Regular Internacional;3547;4084;25
2024;COR - FLN;Aerol¡neas Argentinas;Regular Internacional;5569;6630;39
2025;COR - FLN;Aerol¡neas Argentinas;Regular Internacional;10210;11018;64
2022;COR - FMA;Aerol¡neas Argentinas;Regular Cabotaje;32,5;48;0,5
2023;COR - FMA;Aerol¡neas Argentinas;Regular Cabotaje;103;144;1,5
2022;COR - FTE;Aerol¡neas Argentinas;Av. Gral Cabotaje;85,5;85;0,5
2022;COR - FTE;Aerol¡neas Argentinas;No Regular Cabotaje;86;85;0,5
2022;COR - FTE;Aerol¡neas Argentinas;Regular Cabotaje;32557,5;37345;219,5
2023;COR - FTE;Aerol¡neas Argentinas;Regular Cabotaje;38423,5;43701;258
2024;COR - FTE;Aerol¡neas Argentinas;Regular Cabotaje;22912;26616;156,5
2025;COR - FTE;Aerol¡neas Argentinas;Regular Cabotaje;14835,5;17191;100,5
2022;COR - GIG;Aerol¡neas Argentinas;Regular Internacional;11729;14280;84
2023;COR - GIG;Aerol¡neas Argentinas;Regular Internacional;5571;6630;39
2024;COR - GIG;Aerol¡neas Argentinas;Regular Internacional;21979;26155;150
2025;COR - GIG;Aerol¡neas Argentinas;Regular Internacional;43960;56370;325
2023;COR - GPO;Aerol¡neas Argentinas;Regular Cabotaje;159,5;170;1
2022;COR - GRU;Aerol¡neas Argentinas;Regular Internacional;13014;18190;108
2023;COR - GRU;Aerol¡neas Argentinas;Regular Internacional;24861;34850;207
2024;COR - GRU;Aerol¡neas Argentinas;Regular Internacional;2985;4420;26
2025;COR - GRU;Aerol¡neas Argentinas;Regular Internacional;1046;1238;7
2024;COR - GYE;Aerol¡neas Argentinas;Regular Internacional;327;340;2
2022;COR - IGR;Aerol¡neas Argentinas;Regular Cabotaje;46075,5;52426;470,5
2023;COR - IGR;Aerol¡neas Argentinas;Regular Cabotaje;62402,5;74101;486,5
2024;COR - IGR;Aerol¡neas Argentinas;Regular Cabotaje;73966;90343;546,5
2025;COR - IGR;Aerol¡neas Argentinas;Regular Cabotaje;46868,5;56957;407
2022;COR - IGU;Aerol¡neas Argentinas;Regular Internacional;169;170;1
2025;COR - IGU;Aerol¡neas Argentinas;Regular Internacional;113;170;1
2022;COR - IRJ;Aerol¡neas Argentinas;Regular Cabotaje;44;48;0,5
2023;COR - IRJ;Aerol¡neas Argentinas;Regular Cabotaje;95,5;128;1
2025;COR - ITB;Aerol¡neas Argentinas;Regular Internacional;174;180;1
2022;COR - JUJ;Aerol¡neas Argentinas;Regular Cabotaje;31571,5;37617;375,5
2023;COR - JUJ;Aerol¡neas Argentinas;Regular Cabotaje;43554,5;55167;436
2024;COR - JUJ;Aerol¡neas Argentinas;Regular Cabotaje;41084,5;53677;489
2025;COR - JUJ;Aerol¡neas Argentinas;Regular Cabotaje;32800,5;39653;404
2022;COR - LCM;Aerol¡neas Argentinas;Regular Cabotaje;0;85;0,5
2022;COR - LIM;Aerol¡neas Argentinas;Regular Internacional;276;340;2
2023;COR - LIM;Aerol¡neas Argentinas;Regular Internacional;112;170;1
2025;COR - LIM;Aerol¡neas Argentinas;Regular Internacional;224;360;2
2022;COR - LUQ;Aerol¡neas Argentinas;Regular Cabotaje;35,5;48;0,5
2024;COR - LUQ;Aerol¡neas Argentinas;Regular Cabotaje;25;48;0,5
2025;COR - LUQ;Aerol¡neas Argentinas;Regular Cabotaje;15;48;0,5
2022;COR - MAD;Aerol¡neas Argentinas;Regular Internacional;434;537;2
2025;COR - MAD;Aerol¡neas Argentinas;Regular Internacional;130;180;1
2022;COR - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;22847;27774;268,5
2023;COR - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;25469;30250;308
2024;COR - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;19777;23666;243
2025;COR - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;14156;17079;163
2023;COR - MDZ;Aerol¡neas Argentinas;No Regular Cabotaje;99,5;133;1
2024;COR - MDZ;Aerol¡neas Argentinas;No Regular Cabotaje;33,5;48;0,5
2025;COR - MDZ;Aerol¡neas Argentinas;No Regular Cabotaje;61,5;85;0,5
2022;COR - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;110937;139983;1276,5
2023;COR - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;101400;133211;1155
2024;COR - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;77769,5;101748;938
2025;COR - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;89902,5;115213;882
2024;COR - MEC;Aerol¡neas Argentinas;Regular Internacional;207;340;2
2022;COR - MOR;Aerol¡neas Argentinas;Regular Cabotaje;39,5;48;0,5
2023;COR - NQN;Aerol¡neas Argentinas;No Regular Cabotaje;63;69;0,5
2022;COR - NQN;Aerol¡neas Argentinas;Regular Cabotaje;46044;56741;512,5
2023;COR - NQN;Aerol¡neas Argentinas;Regular Cabotaje;67973;81497;580
2024;COR - NQN;Aerol¡neas Argentinas;Regular Cabotaje;70806,5;83478;609,5
2025;COR - NQN;Aerol¡neas Argentinas;Regular Cabotaje;77504,5;95899;618
2022;COR - PDP;Aerol¡neas Argentinas;Regular Internacional;156;192;2
2024;COR - PDP;Aerol¡neas Argentinas;Regular Internacional;83;96;1
2025;COR - PDP;Aerol¡neas Argentinas;Regular Internacional;146;192;2
2022;COR - PRA;Aerol¡neas Argentinas;Regular Cabotaje;36,5;48;0,5
2023;COR - PRA;Aerol¡neas Argentinas;Regular Cabotaje;87;112;1
2022;COR - PSS;Aerol¡neas Argentinas;Regular Cabotaje;11948;18291;170
2023;COR - PSS;Aerol¡neas Argentinas;Regular Cabotaje;26996;36409;349,5
2024;COR - PSS;Aerol¡neas Argentinas;Regular Cabotaje;17432;23794;247
2025;COR - PSS;Aerol¡neas Argentinas;Regular Cabotaje;9064,5;11312;117,5
2025;COR - PTY;Aerol¡neas Argentinas;Regular Internacional;99;180;1
2024;COR - PUJ;Aerol¡neas Argentinas;Regular Internacional;7949;10990;63
2025;COR - PUJ;Aerol¡neas Argentinas;Regular Internacional;33717;47990;278
2023;COR - RCU;Aerol¡neas Argentinas;Regular Cabotaje;39,5;48;0,5
2024;COR - REL;Aerol¡neas Argentinas;Av. Gral Cabotaje;39;48;0,5
2022;COR - REL;Aerol¡neas Argentinas;Regular Cabotaje;19433;23268;226,5
2023;COR - REL;Aerol¡neas Argentinas;Regular Cabotaje;24898;31307;257
2024;COR - REL;Aerol¡neas Argentinas;Regular Cabotaje;6913,5;8255;68,5
2025;COR - REL;Aerol¡neas Argentinas;Regular Cabotaje;0;96;1
2023;COR - RES;Aerol¡neas Argentinas;Av. Gral Cabotaje;43,5;48;0,5
2022;COR - RES;Aerol¡neas Argentinas;Regular Cabotaje;26910;33817;349,5
2023;COR - RES;Aerol¡neas Argentinas;Regular Cabotaje;23630;31427;324
2024;COR - RES;Aerol¡neas Argentinas;Regular Cabotaje;19885,5;26348;272,5
2025;COR - RES;Aerol¡neas Argentinas;Regular Cabotaje;383;469;4,5
2022;COR - RGA;Aerol¡neas Argentinas;Regular Cabotaje;67,5;85;0,5
2025;COR - RGA;Aerol¡neas Argentinas;Regular Cabotaje;4;0;1
2022;COR - RGL;Aerol¡neas Argentinas;Regular Cabotaje;39,5;48;0,5
2023;COR - RGL;Aerol¡neas Argentinas;Regular Cabotaje;136;170;1
2025;COR - RGL;Aerol¡neas Argentinas;Regular Cabotaje;157;170;1
2022;COR - ROS;Aerol¡neas Argentinas;Regular Cabotaje;286;351;2,5
2023;COR - ROS;Aerol¡neas Argentinas;Regular Cabotaje;235;303;2
2024;COR - ROS;Aerol¡neas Argentinas;Regular Cabotaje;322,5;373;3,5
